source,desired-source,img,character,count,type,category,title,action_1,action_2,action_relation,desc,p,p(5),e(5),p(8),e(8)
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_07.png,res/Characters/1_Zot/bad-pooky-dont-drink-that.png,,1_Zot,1,reaction,stop,"Bad Pooky, Don't drink that!",Ignore a drawn drink.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_08.png,res/Characters/1_Zot/look-its-the-lich-king.png,,1_Zot,1,reaction,gambling,Look! It's the lich king!,"You may play this at the end of a death roll round. This death roll round, any gold added to the pot goes to you instead.",,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_10.png,res/Characters/1_Zot/i-cant-right-now-pooky-had-a-little-accident.png,,1_Zot,1,#N/A,#N/A,I can't right now. Pooky had a little accident.,#N/A,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_15.png,res/Characters/1_Zot/you-try-to-cheat-a-scholar.png,,1_Zot,1,anytime,stop,You try to cheat a scholar!?!,Stop a card with the reaction and cheating card tags.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_18.png,res/Characters/1_Zot/high-alchemy.png,,1_Zot,1,anytime,cheating,High Alchemy,Discard up to 5 cards. Then draw back to your max hand size. Gain one gold for each card discarded.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_20.png,res/Characters/1_Zot/these-are-perfectly-normal-dice.png,,1_Zot,1,reaction,"gambling, cheating",These are perfectly normal dice.,Conclude the deathroll with you winning the entire pot unless stopped. You must instantly forfeit the death roll if the next card played is winning hand.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_21.png,res/Characters/1_Zot/now-you-see-me-now-you-dont.png,,1_Zot,1,reaction,stop,Now you see me... Now you dont!,You may play this card when you have to pay any amount of gold. Ignore the cost.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_23.png,res/Characters/1_Zot/bad-pooky-down.png,,1_Zot,1,action,take that,BAD POOKY! DOWN!,Pick a player. They lose 3 fortitude,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_24.png,res/Characters/1_Zot/not-again-pooky-is-on-a-drunken-rampage.png,,1_Zot,1,action,take that,Not again! Pooky is on a drunken rampage!,All other players lose 1 fortitude.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_27.png,res/Characters/1_Zot/and-with-this-trick-i-pull-a-rabit-out-of-my-hat.png,,1_Zot,1,action,take that,And with this trick I... pull a rabit out of my hat!,All other players must pay you 1 gold.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_28.png,res/Characters/1_Zork/i-looked-forward-in-time-i-saw-14000605-futures-i-win-in-every-one-of-them.png,,1_Zork,1,reaction,gambling,"I looked forward in time, i saw 14000605 futures. I win in every one of them.",Conclude the deathroll with you winning the entire pot unless stopped. Only cheating cards may stop or overrule this card.,,,,0.11,0.43,0.53,0.59,0.85
